22,2150
22,16141
22,37714
22,39808
22,23251
22,42934
22,4999
22,47444
22,42606
22,46929
22,16424
22,11485
22,11652
22,15836
22,18063
22,39547
22,45479
22,1766
22,26173
22,33437
22,10725
22,9114
22,41965
22,7622
22,31035
22,28730
22,5228
22,53019
22,43210
22,44975
22,30972
22,28640
22,38531
22,26918
22,23832
22,53169
22,5297
22,29610
22,45981
22,12295
22,5293
22,19673
22,36062
22,34409
22,50591
22,18211
22,9321
22,8711
22,46226
22,16278
22,50888
22,5919
22,1137
22,226
22,53123
22,20047
22,23472
23,47494
23,23667
23,36350
23,38472
23,12752
23,13171
23,27245
23,30803
24,313
24,22256
24,35322
24,48891
24,45670
24,46578
24,52372
25,2137
25,42706
25,19522
25,24399
25,39170
25,16193
25,20221
25,15089
25,29311
25,29718
25,15298
25,27472
25,47993
25,49845
25,15723
25,37393
25,44869
25,36784
25,27437
25,6105
25,52431
25,11928
25,53762
25,42476
26,18747
26,54219
26,16065
26,14822
26,41605
27,37055
27,21891
27,20907
27,10360
27,4966
27,54058
27,5019
27,31533
27,34897
27,44298
27,53884
27,25566
27,24149
27,19897
27,30297
27,16690
27,39969
27,46252
27,45062
27,2565
27,33594
27,17264
27,49059
27,9251
27,36461
27,50440
27,16646
27,16426
27,46816
27,31390
27,17785
27,36491
27,16490
27,17611
27,28078
27,27978
27,18505
27,26281
27,1945
27,11758
27,39970
27,1175
27,53921
27,50252
27,50059
27,46703
27,25650
27,46758
27,38869
27,48868
27,28107
27,51188
27,28052
27,1457
27,31896
27,10304
28,37601
28,12985
28,52011
28,44844
28,50544
28,460
28,273
28,3004
28,31469
28,4423
28,29135
28,26888
28,7877
28,5475
29,18966
29,53885
29,35102
29,30766
29,44832
29,22014
29,27498
29,47465
29,41659
29,54529
29,20578
29,5449
29,29815
29,10956
29,33041
29,48622
29,10487
29,33046
29,41956
29,22148
29,9056
29,28461
29,53358
29,40963
29,29895
29,18704
29,46479
29,12198
29,51886
29,1876
29,14737
29,34695
29,10467
29,30697
29,40484
29,605
29,10867
30,40763
31,11459
31,49996
31,47172
32,38131
32,35977
32,46657
32,3829
32,11785
32,42979
32,36447
32,45580
32,28206
32,14128
32,31585
32,32486
32,3592
32,12847
32,8048
32,4010
32,42144
32,53590
32,6249
32,26179
32,21640
32,12438
32,35077
32,4955
32,54281
32,41065
32,38940
33,49530
33,35494
33,37172
33,43390
33,47931
33,32104
33,41611
33,20529
33,48413
34,5358
34,15604
34,18526
34,45774
34,25559
34,13476
34,14342
34,13767
34,31688
34,20557
34,35358
34,42162
34,54062
34,635
34,23600
34,51561
34,32673
34,12474
34,7868
34,31459
34,36053
34,25586
34,46355
34,9054
34,52748
34,18890
34,37083
34,7611
34,35775
34,13853
34,32466
34,26841
34,1486
34,242
34,26894
34,20911
34,11347
34,14371
34,12701
34,23676
34,4388
34,14485
34,36063
34,24352
34,25274
34,8126
34,44452
34,33017
34,9484
34,6978
34,52601
34,24688
34,43244
34,26909
34,46073
34,43905
35,1389
36,52842
36,9450
36,12009
36,52021
36,47535
36,14162
36,17755
36,39205
36,11577
36,12754
36,9380
36,42213
36,9709
36,49245
36,2609
36,37450
36,40906
36,47138
36,4280
36,28552
36,22668
36,21639
36,716
36,34544
36,29138
36,43873
36,33793
36,35266
36,25308
36,16079
36,39643
36,35539
36,43977
36,42389
36,3747
36,5163
36,15088
36,50879
36,19163
36,41452
36,53561
36,26995
36,2580
36,47396
36,45357
36,2988
36,31537
36,7099
36,1009
36,5229
36,12490
36,46809
36,31246
36,51924
36,5387
36,30688
36,45004
36,31394
36,24291
36,24439
36,27223
36,41162
36,28900
36,49400
36,29475
36,3054
36,25772
36,48361
36,7686
36,13705
36,47065
36,38385
36,35342
36,16164
36,31062
36,4761
36,48026
36,39066
36,43924
36,32605
37,9764
37,25711
37,36702
37,30389
37,46566
37,24478
37,37891
37,30227
37,6898
37,22986
37,2874
37,53436
37,32878
37,17099
37,37255
37,37373
37,25968
37,51450
37,18887
37,19389
37,11228
37,48116
37,47399
37,13430
37,31772
37,32028
37,35111
37,27146
37,40191
37,22884
37,38601
37,10062
37,33671
37,22793
37,32325
37,3968
37,49434
37,23159
37,25922
37,34379
38,54212
38,54088
38,51603
38,44292
39,13987
40,25115
40,39094
40,26349
40,25936
40,6496
40,28008
40,33143
40,37183
40,31280
40,52802
40,8748
40,11115
40,3789
40,52578
40,10159
40,6132
40,50775
40,20522
40,53159
40,34310
40,17178
40,3186
40,27421
40,38288
40,5508
40,716
40,3055
42,43234
42,43992
42,5383
42,22845
42,41517
42,40248
42,48811
42,14574
42,22110
42,22123
42,50397
42,18121
42,23427
42,52023
43,36860
43,41438
43,1843
43,29440
43,54296
43,37652
43,34579
43,6478
43,37401
43,31274
43,42732
43,5975
43,25780
43,18410
43,40052
43,18161
43,36387
43,40554
43,32106
43,7941
44,12314
44,17132
44,16761
45,17046
45,36230
45,38177
45,4360
45,8503
45,2490
45,53854
46,50706
46,42771
46,34380
46,34514
46,51161
46,52351
46,22470
46,788
46,5725
46,32342
46,42918
46,6996
46,15545
46,20045
46,36674
46,45875
46,52640
47,31995
47,19429
47,26612
47,21461
47,34687
47,52105
47,21030
47,29537
48,52430
48,54
48,264
48,24286
48,4127
48,37586
48,15324
48,1950
48,14397
48,23704
48,18444
48,1192
48,15032
48,33711
48,46734
48,274
48,26224
48,31932
48,24014
48,4967
48,142
48,21195
48,10184
48,8389
48,48150
48,26607
49,9974
49,17807
49,35521
49,20388
49,11891
49,39176
49,41922
49,35942
49,16743
49,40137
49,50715
49,54198
49,2263
49,39179
49,15787
49,48528
49,293
49,33585
49,35605
49,33501
49,1372
49,50734
49,7465
49,23681
49,24481
49,39952
53,17875
53,53439
54,1034
54,4967
54,1950
54,39218
54,53274
54,4872
54,6859
54,41202
54,46892
54,22028
54,26138
54,24663
54,22983
54,18636
54,15243
54,17379
54,10103
54,47160
54,3302
54,9016
54,8609
54,50229
54,21586
54,28678
54,35747
54,24197
54,10229
54,3497
54,47793
54,5860
54,1028
54,10184
54,48150
54,44279
55,33195
55,4082
55,43538
55,11106
55,8270
55,26164
55,1416
55,23888
55,52610
55,26170
55,13787
55,17265
55,36820
55,30258
55,26479
55,17082
55,25355
55,39337
55,54026
55,15704
55,32781
55,40487
55,12922
55,22054
55,4349
55,10992
55,41012
56,8158
56,48250
56,38772
56,52019
56,53831
56,24752
56,3336
56,14958
56,27694
56,37008
56,9929
56,22395
56,27083
56,31860
56,12245
56,35763
56,18814
56,49821
56,20364
56,12432
56,10700
56,45533
56,15658
56,33870
56,9220
56,518
56,15240
56,40900
56,33441
56,44595
56,25263
56,319
56,37961
56,27986
56,30645
56,1977
56,32919
56,14999
57,21062
57,11637
57,732
57,39100
57,8560
57,10083
57,24189
57,46731
57,7066
57,13785
57,7663
57,6184
57,28245
57,12852
57,47869
57,32585
57,24837
57,22738
57,25107
57,9531
57,621
57,35802
58,22024
58,6144
58,37240
58,8678
58,13050
58,48999
58,20511
58,37646
58,54481
58,34250
58,54320
58,51598
58,12847
58,7183
58,34241
58,22529
58,32895
58,35122
58,51831
58,15918
58,22696
58,33077
58,37281
58,48799
58,7691
58,11160
58,9288
58,40950
59,4292
59,24740
59,35595
59,43119
59,12474
59,34572
59,42268
59,18358
60,30731
62,10193
62,13016
62,12890
62,33211
62,22777
62,47354
62,21168
62,14902
62,16412
62,15206
62,42866
62,39616
62,32192
62,2602
62,42029
62,3700
62,2897
62,37436
62,28142
62,31083
63,40203
63,28700
63,23335
63,45347
63,42510
63,20367
63,27596
63,234
64,33534
64,19609
64,16773
64,8659
64,22955
64,42638
64,45758
64,15858
64,11889
64,52040
64,11954
64,28602
64,44795
64,1083
64,35783
64,25112
64,46599
64,25167
64,29885
65,9989
65,40073
65,44248
65,7870
65,41595
66,34958
66,27077
66,4714
66,52793
66,52965
66,50801
66,29086
66,6018
66,30452
66,37884
66,38355
66,27752
66,45847
66,19903
66,52520
66,9009
66,345
66,11730
66,19540
66,21481
66,16317
66,20842
66,14204
66,44023
66,12500
66,36637
66,42105
66,14423
66,21468
66,38571
67,23219
67,4462
67,425
67,37298
67,52436
67,36037
67,4771
67,38671
67,42840
67,12826
67,30392
67,5103
67,14490
67,24242
67,13755
67,16686
67,48573
67,24803
67,33363
67,48133
67,22645
67,50710
67,42494
67,31184
67,15939
67,46088
67,29304
67,35813
67,52099
67,53443
67,34730
67,31606
67,22088
67,47098
67,43969
67,4939
67,1073
67,19708
67,47371
67,19859
67,9837
67,14616
67,10720
67,29348
67,48695
67,20282
67,13377
67,49618
67,48518
67,54303
67,37099
67,28351
67,54428
67,53345
67,45248
67,39865
67,24876
67,6289
67,49830
67,31870
67,43036
67,39088
67,45979
67,45441
67,6368
67,52070
67,46588
67,52544
67,50849
67,16198
68,31444
68,35847
68,7428
68,20687
68,50045
68,8822
68,39883
68,47680
68,53654
68,53913
68,38235
68,23872
68,7611
68,24323
68,52826
68,6185
69,4146
69,44077
69,52724
69,47160
69,21348
69,16383
69,23608
69,6544
69,30859
69,33190
69,20528
69,51371
69,21223
70,2805
70,36397
70,1699
70,50252
70,9302
70,325
70,43971
70,11069
70,54069
70,38689
70,40571
70,24002
70,32130
70,7445
70,51002
70,31982
70,7926
70,2122
70,354
70,10423
70,11758
70,24415
70,21996
70,31390
70,28052
70,11213
70,43640
70,45153
71,12238
71,9169
71,40485
71,54179
71,15278
71,49468
71,38015
72,31821
72,45789
72,33348
73,34941
73,52547
73,39489
73,15016
73,40486
73,11122
73,25676
73,14560
73,37741
73,37921
73,19602
73,47573
73,51986
73,534
73,10785
73,35542
73,9336
73,13829
74,5748
74,38059
74,28224
74,26925
74,9603
74,2850
74,10268
74,29550
74,27709
74,42503
74,1304
74,349
74,29731
74,54385
74,23955
74,28798
74,53577
74,35095
74,36202
74,3141
74,4125
74,23857
74,52242
74,1787
74,51131
74,14060
75,49395
75,21213
75,15634
75,36030
75,18276
75,48541
76,28388
76,11737
76,15908
76,29541
76,6614
76,31786
76,27682
76,30228
77,2553
77,26011
77,24906
77,19284
77,9147
77,22179
77,28974
77,2579
77,12215
77,37582
77,52687
77,27349
77,25588
77,47530
77,10026
77,1829
77,51481
77,25728
77,24119
77,11609
77,923
78,14543
78,14204
78,38979
78,26382
78,19378
78,22743
78,1132
78,10445
78,42221
78,29433
78,42065
79,44346
79,5908
79,52551
79,4617
79,52106
79,24040
79,23749
79,37756
79,6485
79,49235
79,34588
79,972
79,20833
79,42120
79,7148
79,34571
79,28954
79,6967
79,53405
79,41627
79,30536
79,45550
79,30223
79,14571
79,12710
80,966
80,25230
80,15969
80,24111
80,4334
81,11822
81,6783
81,14584
81,29176
81,6939
81,47366
81,317
81,10000
81,23646
81,7002
81,8732
81,37641
81,17510
81,30503
81,31165
81,4454
81,7174
81,25352
81,500
81,29499
81,47139
81,38942
81,53599
81,16619
81,7994
81,21322
81,12160
81,41889
81,46621
81,50163
81,8358
81,4128
81,138
81,13922
81,36376
81,35258
81,52034
81,27479
81,16373
81,26603
81,21092
81,28383
81,41682
81,39704
81,36303
81,41344
81,34579
81,44563
81,31442
81,14510
81,13435
81,49400
81,24623
81,16873
81,41374
81,54318
81,5297
81,47410
81,47733
81,31218
81,41110
81,24794
81,4040
81,52308
81,11981
81,33121
81,11669
81,44988
81,31149
81,6731
81,2180
82,38296
82,18923
82,26155
82,23453
82,7714
82,22240
83,22264
83,49394
83,2075
83,31072
83,36435
83,38726
83,38358
83,9642
83,30403
83,43954
83,18082
84,34760
84,20503
84,7428
84,13097
84,28420
84,44364
84,40740
84,33645
84,23778
84,21916
84,4046
84,28569
84,26077
84,18358
84,9323
84,22606
84,51097
84,35280
84,51706
84,8709
84,21649
84,1727
84,1984
84,27683
85,6847
85,3049
85,6577
85,24573
85,17530
85,16189
85,1782
85,22135
85,16565
85,14244
85,47223
85,1569
85,20731
85,13353
85,47574
86,31509
86,6617
87,51658
87,39253
87,27814
87,6942
87,33244
87,2870
87,39212
87,21612
87,42163
87,5365
87,4188
87,52452
87,9879
87,22823
87,14876
87,51394
87,37666
87,15678
87,3449
87,40935
87,28693
87,37047
87,9436
87,54500
87,34547
87,54204
87,48223
87,9079
88,32111
88,14179
88,2126
88,47869
88,46604
88,51843
88,19099
88,45927
89,26193
89,40176
89,46906
89,7852
89,7825
89,14938
89,11486
89,24037
89,14437
89,28546
89,15167
89,49210
89,2600
89,51262
89,5362
89,19085
89,19595
89,18999
89,3521
89,17410
89,6870
89,19642
89,12414
89,12361
89,20315
89,23391
89,25572
89,6180
89,46352
89,32265
89,51213
89,40041
89,29297
89,36385
89,39019
89,49062
89,13060
89,7557
89,27741
89,1719
89,47434
89,38419
89,17356
89,38324
89,26321
89,13746
89,23759
89,20975
89,47166
89,18088
89,42131
89,37310
89,19414
89,50956
89,29573
89,18744
89,33169
89,12289
89,48127
89,12277
89,9123
89,30479
89,42781
89,26757
89,39742
89,51368
89,27625
89,22262
89,49697
89,46433
89,11572
89,54106
89,8298
90,48945
90,18612
90,28072
90,20233
91,15437
91,36453
91,52164
91,4019
91,46145
91,13540
91,20654
91,53626
91,10826
91,12869
91,50686
91,6955
91,23332
93,40111
93,12955
93,40848
93,17398
93,50193
93,28435
93,31459
93,37734
93,7819
93,24646
93,21230
93,19893
93,11389
93,4623
94,5747
94,38186
94,34817
94,6137
94,1850
94,25531
94,14173
94,37985
94,9307
94,48472
94,34345
94,53207
94,19899
94,44399
94,10591
94,31872
94,42642
94,53146
94,5219
94,23293
94,42400
94,25264
94,41220
94,28951
94,18412
94,48180
94,18322
94,41418
94,30842
94,16540
94,18425
94,20439
94,31267
95,16284
95,8830
95,4661
95,28325
95,18147
95,19974
95,52969
95,20284
95,41721
95,49087
95,53445
95,29201
95,240
95,10557
95,40642
95,48860
95,49569
95,13702
95,13492
95,38075
95,46590
95,29861
95,51301
95,27352
95,1856
95,32615
95,14127
95,29452
95,44164
95,856
95,24824
95,21864
95,53744
95,3741
95,8697
95,39387
95,52409
95,31993
95,51408
95,28703
95,6416
95,35454
95,53291
95,53063
95,106
95,50745
95,53296
95,7282
95,51197
95,33527
95,52625
95,1761
95,27213
95,21207
95,45130
95,19052
95,3186
95,23625
95,31397
95,26184
95,10464
95,44287
95,26144
95,11317
95,22380
95,43656
95,25352
95,16251
95,1003
95,47882
95,53874
95,53847
95,34670
95,26623
95,53540
95,31648
95,22319
95,33215
95,22423
95,50179
95,7972
95,37354
95,28539
95,28318
95,11984
95,10725
95,46122
95,20345
96,41933
96,18833
96,540
96,53654
96,10899
96,50024
96,52388
96,15571
96,28077
96,12836
96,46354
96,38562
96,46619
96,4477
96,45900
96,32969
96,42672
96,37726
96,48232
96,30249
96,51878
96,3702
96,13575
97,53013
97,44358
97,28714
97,13406
97,32137
97,27959
97,12998
97,18444
97,3728
97,36119
97,36961
97,9788
97,40861
97,41401
97,34677
97,30064
97,3800
97,20246
97,15098
97,9796
97,30813
97,40888
97,7156
97,16396
97,22025
97,50076
97,37170
98,1395
98,16319
98,17979
98,16377
98,47765
98,25428
98,50089
99,32127
99,12555
99,45000
99,48262
99,16519
99,26869
99,39385
99,8422
99,1457
99,6893
99,32361
99,9673
99,5078
99,22691
99,47723
99,4898
99,53921
99,25649
99,19168
99,35439
99,47514
99,48868
99,38075
99,4705
99,26346
99,3982
99,29605
99,50252
99,24254
99,28828
99,2713
99,27960
99,46400
99,31533
99,43326
99,25677
99,22750
99,30300
99,36767
99,48181
99,24002
99,43298
99,9321
99,42022
99,11234
99,27978
99,47782
99,30958
99,7245
99,30121
99,12556
99,52600
99,7694
99,38137
99,47534
99,325
99,9354
99,17672
99,45306
99,47602
99,39221
99,7494
99,48271
99,4978
99,17469
99,24658
99,36817
99,29508
99,53341
99,43161
99,54508
99,11513
99,33751
99,16646
99,40928
99,14196
99,7926
99,11913
99,46264
99,30862
99,52471
99,12746
99,1681
99,12761
99,13586
99,23327
99,28052
99,2802
99,39899
99,5019
99,3017
99,34897
99,44298
99,51002
99,42978
99,1402
99,16690
99,26829
99,16902
99,21159
99,39969
99,50606
99,33594
99,2357
99,36461
99,27880
99,49709
99,16490
99,52117
99,9424
99,1018
99,22543
99,1227
99,11758
99,9432
99,6477
99,13023
99,44571
99,28057
99,28534
99,8825
99,33177
99,32975
99,33579
99,31896
92,27189
92,17763
92,42645
92,36064
92,21026
92,21373
92,36766
92,41681
92,40837
92,37616
92,30575
92,45420
92,32900
92,24999
92,32320
92,24248
92,515
92,24483
92,24215
13,20709
50,2666
50,43804
50,52669
50,51882
50,18466
50,48318
50,52572
50,39530
50,38221
50,46686
50,29783
50,14131
50,36067
50,17834
50,9228
51,37999
51,53593
51,33091
51,37658
51,33458
51,49778
52,30369
52,35558
52,37173
52,42550
52,51146
41,46085
41,40923
41,53569
41,54556
41,43940
61,47403
20,53654
20,47510
20,48387
20,34565
20,48808
20,48271
20,53851
20,27708
20,23023
20,47682
20,49734
